company,outreach_wave,wave_name,classification_category,manual_review,send_policy,wave_reason
If P&C Insurance,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Illumina,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Imagine Learning,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Imbue,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Inflection AI,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Infosys,Wave 4,"Category validators, partners, and adjacent evaluators",Validator / partner / category reader,no,not_allowed_until_verified,"Adjacent evaluator, consultant, governance, security, or AI assurance category reader."
Insightly,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Insilico Medicine,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Instacart,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Instructure,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Insurance Australia Group,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Intact Financial,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Intel,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Intercom,Wave 3,"Support, procurement, and incident-response buyers",Support / procurement / incident-response buyer,no,not_allowed_until_verified,"Good vertical-pack fit with workflow handoff, false-completion, escalation, and recovery-path review."
Intuit,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Intuit / QuickBooks,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Invisible Technologies,Wave 4,"Category validators, partners, and adjacent evaluators",Validator / partner / category reader,no,not_allowed_until_verified,"Adjacent evaluator, consultant, governance, security, or AI assurance category reader."
Ironclad,Wave 3,"Support, procurement, and incident-response buyers",Support / procurement / incident-response buyer,no,not_allowed_until_verified,"Good vertical-pack fit with workflow handoff, false-completion, escalation, and recovery-path review."
Ironclad AI,Wave 3,"Support, procurement, and incident-response buyers",Support / procurement / incident-response buyer,no,not_allowed_until_verified,"Good vertical-pack fit with workflow handoff, false-completion, escalation, and recovery-path review."
Isomorphic Labs,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Iterable,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Ivalua,Wave 3,"Support, procurement, and incident-response buyers",Support / procurement / incident-response buyer,no,not_allowed_until_verified,"Good vertical-pack fit with workflow handoff, false-completion, escalation, and recovery-path review."
J.B. Hunt,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
JD Cloud,Wave 6,Reserve pool,Reserve pool with manual-review flag,yes,manual_individual_review_only,Sensitive or strategic company. Do not include in batch send.
JPMorgan Chase,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Jack Henry,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Jaggaer,Wave 3,"Support, procurement, and incident-response buyers",Support / procurement / incident-response buyer,no,not_allowed_until_verified,"Good vertical-pack fit with workflow handoff, false-completion, escalation, and recovery-path review."
Jasper,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
JetBrains,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
JetBrains Academy,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Jira Service Management,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Justworks,Wave 2,Finance and devtools expansion,Finance / reconciliation or devtools expansion,no,not_allowed_until_verified,"Strong buyer fit, likely operational pain, but should follow Wave 1 learning."
K12,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
KPMG,Wave 4,"Category validators, partners, and adjacent evaluators",Validator / partner / category reader,no,not_allowed_until_verified,"Adjacent evaluator, consultant, governance, security, or AI assurance category reader."
Kahoot,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Kaiser Permanente,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Kajabi,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Kakao,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Kami,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Keap,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Keelvar,Wave 3,"Support, procurement, and incident-response buyers",Support / procurement / incident-response buyer,no,not_allowed_until_verified,"Good vertical-pack fit with workflow handoff, false-completion, escalation, and recovery-path review."
Kentik,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Khan Academy,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Khanmigo,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Kiddom,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Kiddom Academy,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Kiddom Collaborative Learning,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Kin Insurance,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Klarna,Wave 2,Finance and devtools expansion,Finance / reconciliation or devtools expansion,no,not_allowed_until_verified,"Strong buyer fit, likely operational pain, but should follow Wave 1 learning."
Klaviyo,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Knewton Alta,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Komodo Health,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Kustomer,Wave 3,"Support, procurement, and incident-response buyers",Support / procurement / incident-response buyer,no,not_allowed_until_verified,"Good vertical-pack fit with workflow handoff, false-completion, escalation, and recovery-path review."
LG AI Research,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
LIC,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
La Mutuelle Générale,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Labster,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Ladder,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Lakera,Wave 4,"Category validators, partners, and adjacent evaluators",Validator / partner / category reader,no,not_allowed_until_verified,"Adjacent evaluator, consultant, governance, security, or AI assurance category reader."
Lambda,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
LangChain,Wave 1,Precision pilot seekers,Precision pilot seeker,no,not_allowed_until_verified,"Highest-fit near-term pilot target: agentic workflow, devtool, finance/reconciliation, or support automation pain."
